ADD_UID,UNIT_DESIGNATOR,UNIT_NUMBER_PREFIX,UNIT_NUMBER,UNIT_NUMBER_SUFFIX,SITE_NAME,SUPER_FULL_SITE_DESCRIPTOR,CIVIC_NUMBER,CIVIC_NUMBER_SUFFIX,STREET_NAME,STREET_TYPE,IS_STREET_TYPE_PREFIX,STREET_DIRECTION,IS_STREET_DIRECTION_PREFIX,LOCALITY,LOCALITY_DESCRIPTOR,POSTAL_CODE,PROVINCE_CODE,STATUS,IS_OFFICIAL_ADDRESS,IS_PRIMARY,BLDG_UID,ADDRESS_DESCRIPTOR,SITE_POINT_DESCRIPTOR,FOOTPRINT_DESCRIPTOR,FOOTPRINT_ID,IS_NON_CIVIC_ADDRESS,NARRITIVE_LOCATION,IS_MAILING_ADDRESS,MAIL_PROVIDER,IS_ANNUNCIATOR,NUM_OF_UNITS,NEIGHBOURHOOD,ADDRESS_NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARENT_UID,FULL_ADDRESS,LAT,LONG
VAD11188,,,,,Trail 5,,6580,,Marine,Drive,0,NW,1,Vancouver,Municipality,,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,,0,UEL,CPN: VATRAIL 5,RACHELW,20200331182640,RACHELW,20201209212545,,6580 NW Marine Drive,-123.26047,49.265534
VAD11175,,,,,Trail 4,,6400,,Marine,Drive,0,NW,1,Vancouver,Municipality,,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,,0,UEL,CPN: VATRAIL 4,GISSTUD1,20200121012951,RACHELW,20201209212546,,6400 NW Marine Drive,-123.259858,49.267725
VAD11174,,,,,Trail 3,,6100,,Marine,Drive,0,NW,1,Vancouver,Municipality,,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,,0,UEL,CPN: VATRAIL 3,GISSTUD1,20200121010610,RACHELW,20201209212546,,6100 NW Marine Drive,-123.254201,49.271543
VAD10588,,,,,District Energy Centre - Wesbrook,,3459,,Ross,Drive,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,0,0,Wesbrook Place,,,,RACHELW,20210323192557,,3459 Ross Drive,-123.237145,49.251339
VAD10587,,,,,District energy system phase 2 for Wesbrook Place,,3510,,Binning,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,0,,Wesbrook Place,,,,RACHELW,20210323192557,,3510 Binning Road,-123.2297,49.252766
VAD10108,,,,,Biological Archive Centre,,4000,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 1W5,BC,Retired,0,0,,CampusBuilding,FrontDoor,,,0,,0,,,0,Academic,,,,RACHELW,20201209213607,,4000 Wesbrook Mall,-123.229622,49.248853
VAD11041,,,,,Energy and Water Services Works Yard,,6027,,Nurseries,Road,0,,0,Vancouver,Municipality,V6T 1W5,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,0,0,Academic,,,,RACHELW,20201209215830,,6027 Nurseries Road,-123.228186,49.243857
VAD10683,,,,,UBC Aquatic Centre (Old),,6121,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 1Z1,BC,Retired,0,0,,CampusBuilding,FrontDoor,,,0,,0,,,0,Academic,,,,RACHELW,20201209213618,,6121 University Boulevard,-123.249362,49.266554
VAD11178,,,,,Trail 7,,0,,Old Marine,Drive,0,,0,Vancouver,Municipality,,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,,0,UEL,CPN: VATRAIL 7,GISSTUD1,20200121015623,RACHELW,20200618205028,,0 Old Marine Drive,-123.250512,49.252557
VAD10058,Building,,12,,TRIUMF - Trailer MM,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Retired,0,0,,OtherBuilding,Rooftop,Building,VBL10052,0,,0,,,0,Academic,,,,RACHELW,20200618184803,VAD10741,"4004 Wesbrook Mall, Building 12",-123.228921,49.246814
VAD10059,Building,,10,,TRIUMF - Recycling Marque,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Retired,0,0,,OtherBuilding,Rooftop,Building,VBL10036,0,,0,,,0,Academic,,,,RACHELW,20200618184803,VAD10741,"4004 Wesbrook Mall, Building 10",-123.228586,49.24684
VAD10083,Building,,9,,TRIUMF - Trailer SS,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Retired,0,0,,OtherBuilding,Rooftop,Building,VBL10058,0,,0,,,0,Academic,,,,RACHELW,20200618184803,VAD10741,"4004 Wesbrook Mall, Building 9",-123.228347,49.246886
VAD10084,Building,,8,,TRIUMF - Trailer AA,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Retired,0,0,,OtherBuilding,Rooftop,Building,VBL10048,0,,0,,,0,Academic,,,,RACHELW,20200618184803,VAD10741,"4004 Wesbrook Mall, Building 8",-123.228194,49.246936
VAD11028,,,,,D.H. Copp Building,,2146,,Health Sciences,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Retired,0,0,,CampusBuilding,FrontDoor,,VBL10333,0,,0,,,0,Academic,,,,RACHELW,20210720174813,,2146 Health Sciences Mall,-123.247455,49.265488
VAD10057,Building,,11,,TRIUMF - Experiment Development Shed,TRIUMF,4004,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6T 2A3,BC,Retired,0,0,,OtherBuilding,Rooftop,Building,VBL10029,0,,0,,,0,Academic,,,,RACHELW,20200618184803,VAD10741,"4004 Wesbrook Mall, Building 11",-123.228869,49.246769
VAD11176,,,,,Trail 6 (Wreck Beach),,6500,,Marine,Drive,0,NW,1,Vancouver,Municipality,,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,,0,UEL,CPN: VAWRECK BEACH VATRAIL 6 UBC,GISSTUD1,20200121014814,JULIAZ,20220607192601,,6500 NW Marine Drive,-123.259287,49.263386
VAD11177,,,,,Trail 6,,6590,,Marine,Drive,0,NW,1,Vancouver,Municipality,,BC,Current,1,0,,Outdoor,ServiceAccess,OutdoorArea,,0,,0,,,0,UEL,CPN: VATRAIL 6,GISSTUD1,20200121015343,JULIAZ,20220607192601,,6590 NW Marine Drive,-123.259287,49.263386
VAD11214,,,,,Return-it Express & Go Station,,2465,,Health Sciences,Mall,0,,0,Vancouver,Municipality,V6T 1Z3,BC,Pending,1,0,,Outdoor,FrontGate,,,0,,0,,,,Academic,Recycling Station,RACHELW,20210707153350,RACHELW,20220329150044,,2465 Health Sciences Mall,-123.245274,49.260886
VAD10026,,,,,Logan Lane (A9),,2561,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,2561 East Mall,-123.245146,49.25873
VAD10028,,,,,Logan Lane (E4),,6278,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,6278 Logan Lane,-123.246518,49.259002
VAD10792,,,,,Westchester (C1),,2578,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192556,,2578 West Mall,-123.249378,49.257294
VAD10182,,,,,Nine on the Park (4),,6292,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,6292 Eagles Drive,-123.247162,49.259315
VAD10150,,,,,Logan Lane (E6),,6282,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,6282 Logan Lane,-123.246602,49.258972
VAD10187,,,,,Nine on the Park (3),,6294,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,6294 Eagles Drive,-123.247195,49.259356
VAD10031,,,,,Logan Lane (D1),,6258,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211839,,6258 Logan Lane,-123.245628,49.258573
VAD10154,,,,,Logan Lane (D4),,6254,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211839,,6254 Logan Lane,-123.245693,49.258657
VAD10385,,,,,Prodigy - Building 1,,6033,,Gray,Avenue,0,,0,Vancouver,Municipality,V6S 0G3,BC,Current,1,1,VBL10349,NeighbourhoodBldg,FrontDoor,Building,VBL10349,0,,1,CanadaPost,,105,Wesbrook Place,,,,PLAN,20200417211916,,6033 Gray Avenue,-123.235902,49.251705
VAD10404,,,,,Sail - Building 1,,5983,,Gray,Avenue,0,,0,Vancouver,Municipality,V6S 0G8,BC,Current,1,1,VBL10172,NeighbourhoodBldg,FrontDoor,Building,VBL10172,0,,1,CanadaPost,,95,Wesbrook Place,,,,PLAN,20200417211916,,5983 Gray Avenue,-123.234866,49.252382
VAD10904,,,,,Chancellor Hall -  Apartment,,5989,,Iona,Drive,0,,0,Vancouver,Municipality,V6T 2L7,BC,Current,1,1,VBL10290,NeighbourhoodBldg,FrontDoor,Building,VBL10290,0,,1,CanadaPost,1,42,Chancellor Place,,,,PLAN,20200417211842,,5989 Iona Drive,-123.250297,49.271662
VAD10001,,,,,Hawthorn Green (A1),,6358,,Hawthorn,Lane,0,,0,Vancouver,Municipality,V6T 2J6,BC,Current,1,0,VBL10144,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211903,,6358 Hawthorn Lane,-123.248877,49.258138
VAD11025,,,,,Logan Lane (B4),,2555,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192556,,2555 East Mall,-123.2453,49.258926
VAD10405,,,,,Sitka,,5868,,Agronomy,Road,0,,0,Vancouver,Municipality,V6T 0B5,BC,Current,1,1,VBL10112,NeighbourhoodBldg,FrontDoor,Building,VBL10112,0,,1,CanadaPost,,81,East Campus,,,,PLAN,20200417211925,,5868 Agronomy Road,-123.2419,49.263016
VAD10388,,,,,Promontory,,2688,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J8,BC,Current,1,1,VBL10149,NeighbourhoodBldg,FrontDoor,Building,VBL10149,0,,1,CanadaPost,,95,Hawthorn,,,,PLAN,20200417211925,,2688 West Mall,-123.247881,49.255898
VAD10487,,,,,Yu,,5955,,Birney,Avenue,0,,0,Vancouver,Municipality,V6S 0C5,BC,Current,1,1,VBL10167,NeighbourhoodBldg,FrontDoor,Building,VBL10167,0,,1,CanadaPost,,106,Wesbrook Place,,,,PLAN,20200417211925,,5955 Birney Avenue,-123.235833,49.253505
VAD10205,,,,,Larkspur House,,3428,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0G9,BC,Current,1,1,VBL10018,NeighbourhoodBldg,FrontDoor,Building,VBL10018,0,,1,CanadaPost,,46,Wesbrook Place,,,,PLAN,20200417211921,,3428 Wesbrook Mall,-123.234235,49.253493
VAD10193,,,,,Nobel House,,3655,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0G6,BC,Current,1,1,VBL10379,NeighbourhoodBldg,FrontDoor,Building,VBL10379,0,,1,CanadaPost,,94,Wesbrook Place,,,,PLAN,20200417211921,,3655 Wesbrook Mall,-123.23301,49.250874
VAD10159,,,,,Logan Lane (C4),,6206,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,6206 Logan Lane,-123.245729,49.259275
VAD10162,,,,,Logan Lane (A3),,2575,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,2575 East Mall,-123.245016,49.25858
VAD10186,,,,,Nine on the Park (2),,6296,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,6296 Eagles Drive,-123.247231,49.2594
VAD10192,,,,,Nine on the Park (9),,6282,,Eagles,Drive,0,,0,Vancouver,Municipality,V6T 0A3,BC,Current,1,0,VBL10158,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211944,,6282 Eagles Drive,-123.246989,49.259105
VAD10200,,,,,Logan Lane (C10),,6220,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211945,,6220 Logan Lane,-123.245962,49.259189
VAD10201,,,,,Logan Lane (A4),,2573,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211945,,2573 East Mall,-123.245053,49.258617
VAD10804,,,,,Westchester (B3),,2588,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192556,,2588 West Mall,-123.249222,49.257084
VAD10149,,,,,Keenleyside,,5788,,Birney,Avenue,0,,0,Vancouver,Municipality,V6S 0A2,BC,Current,1,1,VBL10040,NeighbourhoodBldg,FrontDoor,Building,VBL10040,0,,1,CanadaPost,,72,Wesbrook Place,,,,PLAN,20200417211921,,5788 Birney Avenue,-123.233148,49.25402
VAD10137,,,,,Magnolia House,,3565,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0H1,BC,Current,1,1,VBL10191,NeighbourhoodBldg,FrontDoor,Building,VBL10191,0,,1,CanadaPost,,60,Wesbrook Place,,,,PLAN,20200417211921,,3565 Wesbrook Mall,-123.233477,49.251703
VAD10264,,,,,Folio - Apartment,,5955,,Iona,Drive,0,,0,Vancouver,Municipality,V6T 2L4,BC,Current,1,1,VBL10309,NeighbourhoodBldg,FrontDoor,Building,VBL10309,0,,1,CanadaPost,,53,Chancellor Place,,,,PLAN,20200417211921,,5955 Iona Drive,-123.249619,49.271824
VAD10260,,,,,Gardenia House,,6309,,Larkin,Drive,0,,0,Vancouver,Municipality,V6T 0C2,BC,Current,1,1,VBL10224,NeighbourhoodBldg,FrontDoor,Building,VBL10224,0,,1,CanadaPost,,60,Hawthorn,,,,PLAN,20200417211922,,6309 Larkin Drive,-123.248868,49.258922
VAD10585,,,,,West Hampstead,,5760,,Hampton,Place,0,,0,Vancouver,Municipality,V6T 2G1,BC,Current,1,1,VBL10281,NeighbourhoodBldg,FrontDoor,Building,VBL10281,0,,1,CanadaPost,,73,Hampton Place,,,,PLAN,20200417211922,,5760 Hampton Place,-123.235269,49.257797
VAD10225,,,,,Granite Terrace,,3233,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0B4,BC,Current,1,1,VBL10164,NeighbourhoodBldg,FrontDoor,Building,VBL10164,0,,1,CanadaPost,,77,Wesbrook Place,,,,PLAN,20200417211902,,3233 Wesbrook Mall,-123.236445,49.255118
VAD10116,,,,,Legacy,,6333,,Larkin,Drive,0,,0,Vancouver,Municipality,V6T 0A7,BC,Current,1,1,VBL10160,NeighbourhoodBldg,FrontDoor,Building,VBL10160,0,,1,CanadaPost,,55,Hawthorn,,,,PLAN,20200417211902,,6333 Larkin Drive,-123.247765,49.257336
VAD10008,,,,,Hawthorn Green (D2),,6328,,Hawthorn,Lane,0,,0,Vancouver,Municipality,V6T 2J6,BC,Current,1,0,VBL10144,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211923,,6328 Hawthorn Lane,-123.248499,49.258272
VAD10030,,,,,Logan Lane (B6),,2549,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211923,,2549 East Mall,-123.245348,49.258976
VAD10003,,,,,Hawthorn Green (B1),,6352,,Hawthorn,Lane,0,,0,Vancouver,Municipality,V6T 2J6,BC,Current,1,0,VBL10144,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211923,,6352 Hawthorn Lane,-123.248758,49.258181
VAD10038,,,,,Logan Lane (B1),,2559,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211856,,2559 East Mall,-123.245228,49.258838
VAD10123,,,,,Logan Lane (E7),,6284,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211856,,6284 Logan Lane,-123.246619,49.258966
VAD10125,,,,,Logan Lane (C11),,6224,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6224 Logan Lane,-123.24599,49.259179
VAD10129,,,,,Logan Lane (E5),,6280,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6280 Logan Lane,-123.246535,49.258996
VAD10130,,,,,Logan Lane (C8),,6214,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6214 Logan Lane,-123.245885,49.25922
VAD10557,,,,,Corus - Townhouse (8),Corus,5991,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 0A9,BC,Current,1,0,VBL10303,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,0,1,Chancellor Place,,,,RACHELW,20210323192321,VAD10062,5991 Walter Gage Road,-123.249446,49.270525
VAD10558,,,,,Corus - Townhouse (9),Corus,5993,,Walter Gage,Road,0,,0,Vancouver,Municipality,V6T 0A9,BC,Current,1,0,VBL10303,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,0,1,Chancellor Place,,,,RACHELW,20210323192321,VAD10062,5993 Walter Gage Road,-123.249504,49.270505
VAD10163,,,,,Logan Lane (A8),,2565,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211840,,2565 East Mall,-123.245133,49.258715
VAD10132,,,,,Logan Lane (D14),,6236,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6236 Logan Lane,-123.245914,49.258903
VAD10131,,,,,Logan Lane (B7),,2545,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,2545 East Mall,-123.245359,49.25899
VAD10139,,,,,Logan Lane (C3),,6208,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6208 Logan Lane,-123.245673,49.25929
VAD10141,,,,,Logan Lane (A7),,2567,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,2567 East Mall,-123.245099,49.258681
VAD10143,,,,,Logan Lane (E1),,6272,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6272 Logan Lane,-123.246319,49.259081
VAD10144,,,,,Logan Lane (C5),,6210,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211857,,6210 Logan Lane,-123.245749,49.259268
VAD10146,,,,,Logan Lane (A1),,2579,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,2579 East Mall,-123.244997,49.258497
VAD10148,,,,,Logan Lane (D13),,6234,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6234 Logan Lane,-123.245871,49.258874
VAD10151,,,,,Logan Lane (C7),,6216,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6216 Logan Lane,-123.24583,49.259235
VAD10152,,,,,Logan Lane (C9),,6218,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6218 Logan Lane,-123.245905,49.259213
VAD10147,,,,,Logan Lane (C1),,6202,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6202 Logan Lane,-123.245589,49.259325
VAD10133,,,,,Logan Lane (D16),,6230,,Logan,Lane,0,,0,Vancouver,Municipality,V6T 2K9,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,6230 Logan Lane,-123.245945,49.258964
VAD10153,,,,,Logan Lane (B8),,2547,,East,Mall,0,,0,Vancouver,Municipality,V6T 2K8,BC,Current,1,0,VBL10226,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211858,,2547 East Mall,-123.245383,49.259027
VAD10785,,,,,Westchester (A2),,2596,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192556,,2596 West Mall,-123.249105,49.25695
VAD10786,,,,,Westchester (B1),,2592,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192557,,2592 West Mall,-123.249154,49.257004
VAD10787,,,,,Westchester (B2),,2590,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192557,,2590 West Mall,-123.249191,49.257046
VAD10790,,,,,Westchester (B5),,2582,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192557,,2582 West Mall,-123.249294,49.25718
VAD10791,,,,,Westchester (B6),,2580,,West,Mall,0,,0,Vancouver,Municipality,V6T 2J9,BC,Current,1,0,VBL10220,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,RACHELW,20210323192557,,2580 West Mall,-123.249307,49.257196
VAD10009,,,,,Hawthorn Green (E1),,6326,,Hawthorn,Lane,0,,0,Vancouver,Municipality,V6T 2J6,BC,Current,1,0,VBL10144,Residential,FrontDoor,IndoorArea,,0,,1,CanadaPost,,1,Hawthorn,,,,PLAN,20200417211941,,6326 Hawthorn Lane,-123.2484,49.258307
VAD11055,,,,,Webber House,,3388,,Webber,Lane,0,,0,Vancouver,Municipality,V6S 0J8,BC,Current,1,1,VBL10171,NeighbourhoodBldg,FrontDoor,Building,VBL10171,0,,1,CanadaPost,1,36,Wesbrook Place,,,,PLAN,20200417212007,,3388 Webber Lane,-123.23688,49.253206
VAD11144,,,,,Virtuoso,,3581,,Ross,Drive,0,,0,Vancouver,Municipality,V6S 0K5,BC,Current,1,1,VBL10345,NeighbourhoodBldg,FrontDoor,Building,VBL10345,0,,1,CanadaPost,,106,Wesbrook Place,,,,PLAN,20200417212007,,3581 Ross Drive,-123.234256,49.250948
VAD11137,,,,,Village Square,,3338,,Webber,Lane,0,,0,Vancouver,Municipality,V6S 0J7,BC,Current,1,1,VBL10170,NeighbourhoodBldg,FrontDoor,Building,VBL10170,0,,1,CanadaPost,0,90,Wesbrook Place,,,,PLAN,20200417212007,,3338 Webber Lane,-123.236818,49.253893
VAD11029,,,,,Dahlia House,,3515,,Wesbrook,Mall,0,,0,Vancouver,Municipality,V6S 0H2,BC,Current,1,1,VBL10096,NeighbourhoodBldg,FrontDoor,Building,VBL10096,0,,1,CanadaPost,1,47,Wesbrook Place,,,,PLAN,20200417212007,,3515 Wesbrook Mall,-123.233826,49.252286
VAD11074,,,,,The Regency,,5639,,Hampton,Place,0,,0,Vancouver,Municipality,V6T 2H6,BC,Current,1,1,VBL10287,NeighbourhoodBldg,FrontDoor,Building,VBL10287,0,,1,CanadaPost,,120,Hampton Place,,,,PLAN,20200417212007,,5639 Hampton Place,-123.233077,49.259051
VAD11073,,,,,The Pemberley,,5605,,Hampton,Place,0,,0,Vancouver,Municipality,V6T 2H2,BC,Current,1,1,VBL10205,NeighbourhoodBldg,FrontDoor,Building,VBL10205,0,,1,CanadaPost,1,72,Hampton Place,,,,PLAN,20200417212008,,5605 Hampton Place,-123.232514,49.257893
VAD10219,,,,,Central - Retail,Central,6001,,University,Boulevard,0,,0,Vancouver,Municipality,V6T 0C4,BC,Current,1,0,VBL10356,Commercial,FrontDoor,IndoorArea,,0,,1,CanadaPost,0,0,University Blvd,,,,PLAN,20200417212002,VAD10851,6001 University Boulevard,-123.246875,49.266422
